Age,Experience,Income,Family,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Edu_2,Edu_3
43,18,22,2,0.3,0,0,0,1,0,1,0
26,-1,44,1,2.0,0,0,0,0,0,1,0
61,36,153,1,2.6,0,1,1,0,1,1,0
49,25,19,1,0.9,0,0,0,0,0,0,1
40,16,82,1,3.6,0,0,0,0,0,1,0
32,8,14,3,0.9,111,0,0,0,0,0,1
55,30,50,2,2.1,0,0,0,1,0,0,1
29,-1,71,2,1.75,0,0,0,0,0,0,1
53,29,12,1,0.3,0,0,0,0,0,0,0
49,25,109,2,6.8,0,0,0,0,0,0,0
64,40,21,2,0.3,0,0,0,0,0,0,1
65,40,69,4,0.1,0,0,0,1,0,1,0
36,11,158,1,5.1,0,0,1,1,1,0,1
31,6,132,1,3.8,0,0,0,1,0,0,0
47,21,71,4,2.9,0,0,0,1,0,0,0
41,17,38,4,2.2,180,0,0,0,1,1,0
62,37,22,1,1.5,111,0,0,1,0,1,0
61,36,55,3,0.9,0,0,0,1,1,0,1
52,28,22,2,0.4,0,0,0,1,1,0,0
38,13,80,4,0.7,285,0,0,1,0,0,1
47,21,60,3,2.1,0,0,0,1,1,0,0
29,4,130,2,6.7,0,0,0,0,1,0,0
40,14,22,2,1.4,0,0,0,0,0,0,1
35,8,44,2,1.67,0,1,0,0,1,1,0
55,31,103,3,1.8,364,0,0,0,0,1,0
53,28,85,1,1.3,118,0,0,1,0,0,1
31,6,174,2,6.7,0,0,0,1,1,0,0
45,21,39,2,2.1,0,0,0,0,1,0,1
57,31,79,3,4.4,0,0,0,0,1,0,0
57,32,174,1,6.8,466,0,0,1,0,1,0
49,24,80,1,1.2,0,0,0,1,0,0,0
50,25,81,1,1.2,0,0,0,0,0,0,0
36,10,91,1,1.5,289,0,0,1,0,0,1
52,28,83,1,0.0,0,0,0,1,0,0,0
37,12,169,2,5.2,249,0,0,1,0,0,1
37,12,62,3,0.7,0,0,0,0,1,1,0
37,11,42,3,0.5,0,0,0,1,1,0,1
41,15,63,1,0.7,79,0,0,0,1,0,1
65,40,162,1,1.3,0,0,0,1,0,0,0
25,1,20,4,1.0,0,0,0,0,1,0,0
54,30,78,4,1.6,0,0,0,1,1,1,0
53,29,24,2,0.2,0,0,0,0,1,0,0
42,17,9,2,0.0,0,0,0,0,0,0,1
57,31,55,3,2.5,219,0,1,1,1,0,0
34,8,175,4,1.1,0,1,1,1,1,0,1
42,18,120,2,7.5,0,1,0,0,0,0,0
55,29,35,3,1.4,0,0,0,0,0,0,0
28,4,82,3,1.5,103,0,0,1,0,0,0
62,37,115,4,3.4,0,0,0,1,1,1,0
27,1,64,4,1.8,0,0,0,1,1,1,0
62,36,148,3,7.0,0,0,0,1,0,1,0
41,16,30,2,1.4,0,0,0,0,1,1,0
50,26,11,4,0.2,0,1,0,0,0,0,0
24,-2,150,2,2.0,0,0,0,1,0,0,0
34,8,184,3,7.5,0,0,0,0,0,0,0
43,17,48,3,2.2,0,0,0,0,1,1,0
25,0,88,2,1.8,319,0,0,1,1,1,0
46,22,135,3,4.1,213,0,0,1,0,0,0
50,24,188,3,1.3,184,0,0,0,1,0,0
66,41,11,3,0.1,0,1,0,0,1,0,1
56,31,81,2,3.7,121,0,0,1,1,0,0
39,14,40,1,2.5,0,0,0,1,0,0,1
52,28,20,1,0.3,0,0,0,0,0,0,0
38,11,69,3,2.33,0,0,0,0,0,1,0
56,26,63,3,2.0,0,0,0,1,0,0,1
33,8,20,3,1.3,83,0,0,0,1,0,0
55,31,74,3,2.67,0,0,0,0,1,0,0
57,32,24,2,0.2,140,0,0,1,0,0,1
35,9,28,4,1.0,75,0,0,1,0,0,0
29,3,69,4,1.8,0,0,0,1,1,1,0
31,6,64,2,2.5,0,0,0,1,0,0,0
34,8,82,2,1.5,0,1,1,1,1,0,1
40,15,43,4,1.7,98,0,0,0,0,0,0
31,7,10,4,0.7,0,0,0,1,0,1,0
56,26,38,3,1.0,110,1,0,1,0,0,1
33,7,92,3,1.6,0,0,0,0,0,0,0
40,16,138,1,3.5,0,0,0,1,0,0,0
37,13,89,2,1.7,314,0,0,0,1,1,0
44,20,52,1,0.8,196,0,0,0,1,0,1
31,7,8,4,0.7,0,0,0,0,0,1,0
32,8,60,1,1.2,0,0,0,1,1,0,0
56,31,192,1,7.0,0,0,1,1,0,0,1
40,16,75,3,2.33,79,0,0,0,0,0,0
42,17,54,4,1.9,164,0,0,0,0,0,1
54,29,129,4,4.2,0,0,0,0,0,0,1
39,15,30,4,0.3,0,1,0,0,1,0,0
61,36,40,3,0.5,0,1,0,1,0,1,0
26,2,132,2,2.4,0,0,0,0,1,0,1
42,17,78,1,1.0,0,0,0,1,0,0,1
24,0,82,3,0.8,0,0,0,1,0,0,0
59,33,80,2,0.7,0,0,0,1,0,1,0
42,12,39,3,2.0,0,1,1,1,1,0,1
55,31,159,1,3.9,0,0,0,0,0,0,1
37,13,89,2,1.7,0,0,0,1,0,1,0
47,21,141,1,2.4,0,0,0,0,0,0,0
36,12,142,3,2.3,0,0,1,1,1,1,0
63,37,118,1,2.0,427,0,0,0,0,0,0
55,30,55,4,0.9,215,0,0,1,1,0,0
54,27,195,2,4.75,477,0,0,0,0,1,0
49,23,59,3,2.1,0,0,0,0,0,0,0
34,10,21,1,0.5,0,0,0,1,0,0,1
49,25,65,1,0.0,0,0,0,1,0,0,0
38,12,58,3,0.9,128,0,0,0,1,0,1
37,13,78,4,0.1,0,0,0,1,0,1,0
33,8,182,1,8.6,0,0,0,0,0,0,0
59,33,49,4,1.7,104,0,0,1,0,1,0
30,4,73,3,3.3,0,0,1,1,1,0,0
50,24,84,4,4.9,0,0,0,1,0,0,0
44,20,85,2,3.2,0,0,0,1,0,0,0
25,1,21,3,1.0,0,0,0,0,0,1,0
53,29,20,1,0.2,131,0,0,1,1,0,0
31,5,50,4,2.1,209,0,0,1,0,0,1
41,17,58,4,2.67,0,0,0,1,1,0,0
30,6,181,1,4.3,230,0,0,1,0,0,0
35,9,63,2,1.8,0,0,0,1,0,0,0
59,35,8,4,0.7,91,1,0,0,0,0,0
33,7,14,1,0.4,98,0,0,1,0,1,0
55,30,29,3,0.1,0,1,1,1,0,1,0
40,16,73,4,2.67,0,0,0,1,1,0,0
60,34,40,1,1.6,0,0,0,1,0,0,0
35,9,85,2,1.8,0,0,0,0,0,0,0
26,2,195,1,6.33,0,0,0,1,1,0,0
42,15,41,3,2.5,0,0,0,1,0,1,0
28,3,28,4,0.8,0,0,0,1,0,0,0
42,17,85,1,3.7,0,0,0,1,0,0,1
54,29,60,4,3.8,0,0,0,1,1,1,0
32,2,71,2,1.75,108,0,0,0,0,0,1
33,9,53,1,2.1,0,0,0,0,0,0,1
54,29,72,2,3.7,144,0,0,1,0,0,0
63,38,83,3,1.8,0,0,0,1,0,1,0
38,13,84,4,0.7,0,0,0,0,0,0,1
60,36,38,4,1.3,0,0,0,1,0,0,0
35,9,30,4,1.0,163,0,0,1,0,0,0
30,6,179,3,4.9,142,0,0,1,0,0,0
63,37,61,1,2.5,0,0,0,0,0,0,1
56,31,28,1,1.5,0,1,1,1,1,1,0
52,26,68,1,0.8,0,0,0,1,1,0,1
33,7,28,4,0.8,0,0,0,1,0,0,0
56,30,45,4,1.5,0,0,0,0,0,0,1
59,33,35,1,0.2,171,0,0,0,0,0,0
42,16,141,3,4.0,0,0,0,0,0,1,0
45,20,42,1,0.3,0,0,0,1,0,0,1
62,36,29,2,0.7,0,0,0,0,0,0,1
62,36,115,2,2.8,202,0,0,1,1,0,0
41,17,114,2,1.8,0,0,0,1,0,1,0
43,19,110,1,3.4,0,0,0,0,1,0,0
65,40,34,1,1.1,119,0,0,1,1,0,1
27,3,32,3,1.0,0,0,0,0,0,1,0
42,18,42,2,1.7,0,0,0,1,0,0,0
36,12,65,3,2.6,0,0,0,1,0,1,0
44,20,81,4,0.8,228,0,0,0,1,0,0
28,3,65,3,2.6,0,1,0,0,0,0,1
57,33,49,4,1.5,214,1,1,1,1,0,0
45,19,45,1,0.2,0,0,0,1,0,0,0
64,37,138,2,2.8,0,0,0,1,0,1,0
58,34,92,2,2.8,103,0,0,0,0,0,0
34,9,105,3,1.2,0,1,0,0,0,0,1
38,13,62,3,0.7,0,1,0,1,0,1,0
62,37,15,3,0.1,91,0,0,0,0,0,1
28,4,69,3,0.7,80,0,0,1,0,1,0
66,41,114,1,0.8,0,0,0,1,1,0,1
60,34,62,1,0.8,0,0,0,0,0,1,0
66,41,18,3,0.5,0,0,0,0,1,0,0
62,38,23,2,0.3,0,0,0,0,0,0,1
52,25,180,2,9.0,297,0,0,1,0,1,0
63,37,21,2,0.4,0,0,0,1,0,0,0
35,11,9,4,0.7,0,0,0,1,0,1,0
34,9,93,1,0.0,0,0,0,1,0,0,0
35,11,24,1,0.5,0,0,0,1,1,0,1
43,19,172,2,6.67,0,0,0,1,0,0,0
28,3,25,2,0.9,140,0,0,1,0,0,1
42,17,113,3,1.0,0,1,0,1,0,0,0
54,30,75,2,3.2,0,0,0,0,1,0,1
26,2,205,1,6.33,271,0,0,0,1,0,0
49,23,93,1,2.4,0,0,0,1,1,0,0
31,1,51,2,1.75,0,0,0,0,0,0,1
52,28,23,3,0.4,0,0,0,1,0,0,0
48,24,81,3,0.7,0,0,0,0,0,0,0
52,27,43,1,1.3,0,1,0,1,0,1,0
47,23,105,2,3.3,0,0,0,0,0,0,0
30,3,61,4,2.0,0,0,0,1,0,1,0
63,37,20,1,0.8,0,1,0,0,1,1,0
60,34,38,3,2.2,0,1,0,0,0,0,1
51,26,55,1,1.3,236,0,0,0,1,1,0
37,12,160,2,3.3,0,0,0,0,0,0,0
42,16,35,3,1.5,0,0,0,0,0,0,0
49,22,81,3,2.0,0,0,0,1,0,1,0
59,35,45,1,1.8,0,0,0,1,0,0,1
56,26,74,1,3.0,0,0,0,0,0,0,1
47,23,63,1,0.8,0,0,0,1,0,0,1
62,36,98,2,2.8,0,0,0,0,0,0,0
40,15,85,2,0.4,0,1,0,0,0,0,0
63,38,138,1,2.5,0,0,0,1,0,0,0
41,15,24,2,0.8,0,1,0,1,0,0,1
63,39,49,4,1.2,109,1,1,1,1,1,0
64,39,38,1,1.1,108,0,0,0,0,0,1
62,32,33,1,1.5,140,0,0,1,1,0,1
51,25,21,2,0.4,76,1,0,1,0,0,1
34,10,71,1,0.1,257,0,0,1,1,0,0
30,5,73,3,2.6,0,0,0,1,0,0,1
26,0,150,2,7.2,0,0,0,0,1,0,0
55,29,61,4,2.8,0,0,0,1,1,1,0
33,7,139,1,4.0,106,0,1,1,1,0,1
28,3,29,4,0.8,135,0,0,1,0,0,0
36,10,74,1,2.5,0,0,0,0,1,0,0
33,9,152,1,6.0,0,0,0,1,1,0,0
60,35,24,1,1.5,0,0,0,0,0,1,0
41,16,70,3,0.5,0,0,0,0,1,0,1
31,5,39,4,2.2,0,0,0,1,1,1,0
33,9,79,1,0.1,0,0,0,1,0,0,0
45,20,62,3,0.8,172,0,0,1,0,0,1
31,5,23,1,0.4,0,0,0,1,1,1,0
58,32,40,2,0.3,0,0,0,0,0,0,0
62,36,58,1,2.8,0,0,0,0,1,1,0
39,13,21,3,0.2,0,0,0,0,0,1,0
44,18,33,3,1.5,0,0,0,1,1,0,0
40,15,90,4,1.1,0,1,0,1,0,1,0
36,12,188,2,6.5,0,0,0,1,1,0,0
36,11,85,3,1.2,0,0,0,1,0,0,1
45,20,90,4,1.1,0,0,0,1,1,1,0
35,10,200,2,3.0,458,0,0,0,0,0,0
47,22,95,2,3.9,0,0,0,0,0,1,0
61,36,51,3,1.5,0,0,0,0,1,0,0
25,0,99,1,1.9,323,0,0,0,0,0,0
24,-2,80,2,1.6,0,0,0,1,0,0,1
29,5,21,4,0.4,89,0,0,0,1,1,0
42,16,55,1,0.7,135,0,0,1,0,0,1
44,20,81,4,2.0,277,0,0,1,0,0,1
43,19,153,2,7.5,0,0,0,1,0,0,0
40,16,64,4,2.67,0,1,0,1,0,0,0
39,14,108,3,1.2,0,0,0,1,1,0,1
41,15,93,1,2.8,0,0,0,1,0,0,1
30,3,68,4,2.0,0,0,0,1,0,1,0
58,33,81,2,0.0,0,0,0,1,0,0,1
35,9,81,1,2.7,0,0,0,1,0,1,0
32,6,35,3,1.0,0,1,0,1,0,0,0
56,32,22,1,1.2,0,0,0,1,1,0,1
39,15,78,4,2.4,118,0,0,1,0,0,0
46,22,25,4,0.6,0,0,0,1,1,0,0
44,20,72,3,0.3,0,0,0,1,0,0,1
45,20,94,3,0.5,0,0,0,1,0,0,1
31,5,34,1,1.9,156,0,0,1,0,0,1
59,33,88,4,1.9,0,0,0,0,0,1,0
47,23,22,1,1.0,0,0,0,0,1,0,0
64,38,84,1,2.0,0,0,0,0,0,0,0
41,16,25,2,0.1,0,0,0,0,1,1,0
41,15,91,1,2.8,330,1,0,1,0,0,1
56,32,79,3,2.67,0,0,0,1,0,0,0
55,25,65,4,2.0,0,0,0,1,0,0,1
33,9,60,1,1.2,0,0,0,1,1,0,0
29,3,55,3,1.1,0,0,0,1,0,1,0
46,20,131,1,5.7,256,0,0,0,1,0,0
59,34,80,3,0.5,0,0,0,1,1,0,0
35,10,23,4,1.1,0,0,0,0,1,0,1
62,38,78,2,0.0,0,0,0,1,0,0,1
50,25,14,1,0.4,0,0,0,1,1,0,1
46,22,152,2,1.4,0,0,0,1,0,0,0
45,19,58,2,0.4,0,1,0,0,1,0,1
39,14,74,3,3.0,0,0,0,0,0,0,0
33,8,48,1,1.0,212,0,0,1,0,0,0
59,34,19,2,0.5,0,0,0,1,0,1,0
35,9,79,4,2.2,0,0,0,0,0,1,0
50,24,38,3,0.6,0,0,0,1,0,1,0
35,11,59,4,0.1,0,0,0,0,0,1,0
32,8,82,3,1.5,0,0,0,1,1,0,0
33,3,71,4,1.8,236,0,0,0,0,0,1
62,36,105,2,2.8,336,0,0,0,0,0,0
65,40,64,2,1.5,0,0,0,0,1,0,0
35,9,179,2,0.0,76,1,0,1,0,0,0
40,14,53,3,0.5,0,1,1,1,1,0,1
61,35,152,3,3.3,0,0,0,1,0,0,1
56,32,15,1,0.1,0,0,0,1,0,1,0
29,3,45,4,0.2,158,0,0,1,1,0,0
30,4,18,4,0.3,0,0,0,1,1,1,0
58,32,12,4,0.7,0,0,0,1,0,0,1
36,12,154,3,6.4,0,1,0,0,0,0,0
29,3,81,1,2.9,0,0,0,0,0,0,1
27,3,75,4,0.0,0,0,0,0,0,0,0
52,28,39,3,1.9,83,0,1,1,1,1,0
39,14,165,2,3.3,0,0,0,1,0,0,0
29,4,22,2,0.9,110,0,0,0,0,0,1
58,34,41,4,0.4,177,0,0,1,0,0,0
40,15,149,2,3.9,319,0,0,1,1,0,0
44,19,172,2,4.3,391,1,1,1,0,0,1
50,26,42,4,1.1,151,0,0,1,0,1,0
55,29,53,1,1.4,0,0,0,0,0,0,0
31,5,78,2,0.2,0,0,0,0,1,0,0
61,36,54,3,0.9,179,0,0,1,0,0,1
53,26,14,2,1.0,83,0,0,0,0,1,0
63,38,52,4,1.7,218,0,0,1,1,0,0
65,40,59,3,2.4,0,0,0,0,0,0,0
24,-1,39,2,1.7,0,0,0,0,0,1,0
29,3,52,3,1.1,0,0,0,1,0,1,0
27,1,74,3,0.3,0,0,0,1,0,0,1
56,30,64,3,2.5,0,0,0,0,0,0,0
54,28,83,3,0.8,0,0,0,1,0,0,0
26,0,75,3,0.3,0,0,0,0,0,0,1
34,9,41,1,1.0,0,0,0,1,0,0,0
64,38,32,2,0.3,0,0,0,1,1,0,0
31,5,90,2,1.3,0,1,0,1,0,0,0
31,7,173,1,6.0,0,0,0,1,0,0,0
43,19,72,2,1.7,0,0,0,1,0,0,0
48,24,21,4,0.6,0,0,0,1,1,0,0
54,28,33,2,0.4,0,0,0,1,0,0,1
32,6,81,1,2.5,0,0,0,1,0,0,0
57,32,22,3,0.1,0,0,0,1,0,1,0
51,25,148,1,1.0,0,0,0,0,0,0,0
65,40,129,1,1.3,0,0,0,1,1,0,0
67,41,114,4,2.4,0,0,0,1,0,0,1
63,37,110,1,4.1,0,0,0,0,0,0,1
61,37,122,2,6.0,0,0,0,1,0,0,0
29,2,30,4,1.5,112,0,0,0,1,1,0
53,29,63,2,1.0,0,0,0,1,0,0,1
33,8,58,2,0.1,0,1,1,1,1,0,0
54,28,90,1,0.3,0,0,0,1,0,0,0
52,26,28,1,0.3,0,0,0,1,0,0,1
30,5,98,2,3.1,220,0,0,1,0,0,0
44,20,131,1,4.9,0,0,0,1,0,0,1
41,17,53,2,2.5,102,0,0,1,0,0,0
59,34,38,4,1.7,0,0,0,0,1,0,0
44,19,99,3,3.5,357,0,0,0,0,0,1
58,34,84,4,1.6,0,0,0,1,0,1,0
53,29,141,2,0.2,0,0,0,0,0,0,1
25,0,44,4,0.6,0,0,0,0,1,1,0
46,19,49,3,2.5,0,0,0,1,1,1,0
26,2,30,1,1.0,111,0,0,0,0,0,1
58,32,75,2,2.3,0,0,0,0,0,0,1
56,31,64,4,0.9,0,0,0,1,0,0,0
56,31,61,4,0.9,0,1,1,1,1,0,0
66,40,30,2,0.7,86,0,0,0,0,0,1
50,25,13,2,0.7,0,0,0,0,0,0,1
64,40,91,2,0.0,0,0,0,1,1,0,1
59,29,45,3,2.0,0,0,0,1,0,0,1
60,34,11,4,0.7,0,0,0,1,0,0,1
56,30,45,1,0.2,98,0,0,0,0,0,0
39,14,104,1,4.0,0,0,1,1,1,0,1
27,1,58,4,1.8,154,0,1,1,1,1,0
44,20,130,4,3.2,0,0,0,0,0,1,0
29,3,39,4,2.1,0,0,0,1,0,0,1
35,8,55,2,1.67,0,0,0,1,0,1,0
50,26,88,1,2.7,0,0,0,1,0,0,0
44,20,150,2,3.3,0,0,0,0,1,0,0
59,33,10,4,0.7,0,0,0,1,0,0,1
23,-2,75,2,1.8,0,0,0,1,1,1,0
40,15,144,1,4.1,0,0,0,0,0,0,0
34,10,43,1,1.7,142,0,0,0,1,0,0
44,19,61,3,2.7,0,0,0,0,0,1,0
40,14,93,1,2.8,328,1,1,1,1,0,1
39,14,74,1,0.1,144,1,0,1,0,1,0
31,5,99,4,1.8,268,0,0,0,0,1,0
44,20,145,1,3.5,0,0,0,0,1,0,0
48,22,152,1,0.0,0,0,0,0,0,0,0
66,42,35,1,1.9,172,0,0,1,0,1,0
61,37,40,4,2.2,0,1,1,1,1,0,0
47,23,32,4,0.6,156,0,0,1,1,0,0
35,11,32,1,1.33,137,0,0,1,1,0,0
24,0,135,1,1.5,0,0,0,1,0,0,0
41,16,75,1,3.7,280,0,0,0,0,0,1
41,17,34,1,2.0,0,0,0,0,0,1,0
52,27,33,2,0.7,0,0,0,0,1,1,0
58,32,51,1,2.8,0,0,0,1,0,1,0
47,22,82,1,2.9,276,0,0,1,0,0,0
49,23,78,2,2.4,205,0,0,0,1,1,0
52,28,163,2,0.4,116,0,0,1,0,0,0
35,10,21,3,1.3,115,0,0,0,0,0,0
48,23,41,1,1.4,0,0,0,0,1,0,1
44,18,43,2,0.7,163,1,0,0,0,0,0
38,13,113,4,1.7,0,0,0,0,1,1,0
29,4,121,2,3.3,0,0,0,1,0,0,0
39,14,15,2,0.3,92,0,0,0,0,1,0
45,20,55,1,0.3,0,0,0,1,1,0,0
46,21,80,4,0.4,0,0,0,1,1,0,0
51,27,88,1,2.6,0,1,0,0,1,1,0
29,4,62,2,2.5,184,0,0,1,0,0,0
64,40,89,1,3.8,0,0,0,0,0,0,0
62,36,63,1,2.5,0,0,0,1,1,0,1
48,23,10,2,0.7,0,0,0,1,1,0,1
42,17,44,1,0.3,0,1,1,1,1,0,1
31,4,39,2,1.0,0,0,0,0,0,1,0
43,17,69,4,2.9,0,0,0,1,1,0,0
55,30,40,2,2.3,0,1,0,1,0,0,1
66,41,59,3,2.4,0,0,0,0,0,0,0
39,14,113,1,1.0,0,1,0,1,0,0,1
56,26,92,2,4.5,0,1,0,0,1,0,1
57,31,40,3,1.4,137,0,0,1,1,0,1
56,26,81,2,4.5,0,0,0,0,1,0,1
57,32,28,3,0.2,0,0,0,1,1,0,0
41,16,10,2,0.3,0,0,0,1,0,1,0
36,12,25,4,1.0,0,0,0,1,0,0,0
34,10,155,2,6.5,0,0,0,1,1,0,0
45,20,94,3,0.5,0,0,0,0,0,0,1
27,1,112,4,2.3,402,0,0,1,1,0,1
26,2,62,4,1.6,0,1,0,0,0,0,0
45,21,33,3,0.5,108,0,0,1,0,0,0
54,28,78,4,4.9,0,0,0,0,0,0,0
59,33,68,2,2.3,0,1,0,0,0,0,1
52,26,110,2,5.4,204,1,1,1,0,0,1
54,28,108,4,1.9,0,0,0,1,0,1,0
51,27,92,4,3.0,0,0,1,1,1,0,0
30,4,51,4,0.2,172,0,0,0,1,0,0
57,32,44,2,1.9,157,0,0,0,0,1,0
67,43,41,2,1.1,0,0,0,0,0,0,0
28,2,140,2,2.0,0,0,0,1,0,0,0
49,22,103,3,2.0,167,0,0,0,0,1,0
42,18,49,3,2.1,0,1,0,1,0,0,1
41,16,115,1,7.0,0,0,0,0,0,0,0
56,31,53,2,1.6,78,0,0,0,0,0,1
35,11,58,3,2.8,0,0,0,1,0,0,0
34,9,55,4,2.0,147,0,0,0,1,1,0
42,15,21,3,1.0,0,0,0,1,0,1,0
46,22,53,2,1.7,109,0,0,0,0,0,0
44,20,93,4,0.8,101,0,0,1,0,0,0
59,35,35,1,1.2,122,0,0,1,0,0,1
37,13,82,2,2.2,0,0,0,0,0,0,0
60,36,14,2,0.3,109,0,0,1,1,0,0
37,12,114,3,0.6,0,0,0,1,0,1,0
30,4,39,1,1.5,0,0,0,1,0,0,0
58,34,42,4,1.5,0,0,0,1,1,0,0
44,20,122,1,0.3,0,1,0,1,0,0,0
29,4,14,4,0.5,0,0,0,0,1,0,1
32,8,142,4,6.2,120,0,1,1,1,1,0
63,37,124,3,5.0,170,0,0,0,0,1,0
28,2,114,4,2.1,0,0,0,1,0,0,1
62,32,53,4,1.67,142,0,0,0,0,0,1
40,16,140,3,5.6,0,0,0,0,0,0,0
48,23,78,4,3.6,0,0,0,1,0,0,1
34,10,45,1,1.33,0,0,0,0,0,0,0
38,14,80,2,2.7,0,0,0,1,0,0,0
54,30,28,2,0.8,0,0,0,1,0,0,0
52,27,162,1,8.1,0,0,0,1,0,0,0
59,35,59,4,1.2,0,0,0,1,0,1,0
64,39,75,4,0.1,0,0,1,1,1,1,0
51,25,180,1,1.7,0,0,0,1,0,0,0
46,21,71,4,1.9,0,0,0,0,0,0,1
50,24,173,1,1.0,0,0,0,1,1,0,0
63,38,153,1,1.3,455,0,0,0,0,0,0
43,17,51,1,0.7,0,0,0,0,0,0,1
64,40,181,2,2.3,0,0,1,1,1,1,0
57,32,55,4,2.1,108,0,0,1,0,0,0
31,5,129,3,5.9,319,1,1,0,1,0,1
48,22,145,1,0.3,140,0,0,1,0,0,0
45,21,84,4,2.0,0,0,0,1,1,0,1
48,23,43,2,1.3,0,0,0,1,0,0,0
35,10,132,1,3.8,82,0,0,0,1,0,0
40,16,50,2,1.7,174,0,0,0,0,0,0
54,24,50,3,2.0,0,0,0,1,1,0,1
31,6,83,4,1.8,0,0,0,1,0,0,1
29,3,41,4,0.2,0,0,0,1,0,0,0
43,17,53,2,0.7,130,1,0,1,0,0,0
27,3,59,4,1.6,0,0,0,1,0,0,0
51,27,12,2,0.4,0,0,0,0,1,0,0
54,30,121,2,0.4,0,0,0,1,0,0,0
36,12,62,4,0.1,145,0,0,0,0,1,0
33,6,78,4,2.0,0,0,0,0,0,1,0
52,27,81,4,3.8,0,0,0,0,1,1,0
37,11,59,4,0.2,0,0,0,0,0,0,1
41,17,9,1,1.0,0,0,0,1,1,0,0
54,29,81,2,0.0,0,0,0,1,0,0,1
57,32,42,3,0.5,0,1,0,1,0,1,0
29,3,108,4,1.8,0,0,0,0,0,1,0
38,14,130,4,4.7,134,0,0,0,0,0,1
41,15,55,1,2.8,0,0,0,0,0,0,0
59,34,24,2,0.2,86,0,0,1,0,0,1
43,18,85,1,3.7,327,1,0,1,0,0,1
60,35,43,3,0.9,175,0,0,0,0,0,1
25,1,72,3,0.8,0,0,0,1,0,0,0
52,27,30,2,0.7,0,0,0,1,1,1,0
48,22,14,2,0.1,0,0,0,1,0,0,1
59,35,88,2,1.6,278,0,0,0,0,0,0
60,36,8,2,1.0,0,0,0,0,0,0,0
62,38,43,4,1.2,0,0,0,1,0,1,0
65,41,158,2,2.1,0,0,0,0,0,0,0
39,15,54,4,2.2,0,0,0,0,1,1,0
29,5,128,2,4.1,209,0,0,1,0,1,0
32,8,200,2,6.5,565,0,0,1,0,0,0
55,29,38,4,1.5,0,0,0,0,1,0,1
43,18,89,1,0.1,307,0,0,0,1,1,0
52,26,114,2,2.4,0,0,0,0,0,1,0
54,28,31,2,0.4,0,0,0,0,0,0,1
60,35,29,3,0.2,79,0,0,1,1,0,0
48,24,25,4,0.5,0,0,0,0,0,1,0
53,27,31,2,0.4,104,0,0,0,1,0,1
34,4,83,4,4.0,0,0,0,1,0,0,1
44,17,22,3,1.0,126,0,0,1,1,1,0
59,35,121,1,2.9,0,0,0,0,1,0,0
54,24,75,2,4.5,0,0,0,0,0,0,1
58,32,12,3,0.3,0,0,0,0,0,0,1
48,22,35,1,1.4,0,0,0,1,0,0,1
62,36,81,3,4.4,0,0,0,0,1,0,0
50,26,12,1,0.2,96,0,0,0,0,0,0
46,20,69,3,2.1,0,0,0,0,0,0,0
39,15,143,1,3.5,0,0,0,1,1,0,0
48,22,78,3,2.1,0,0,0,1,1,0,0
32,6,93,3,1.6,79,0,0,1,0,0,0
51,26,64,4,1.8,0,0,0,0,0,0,1
43,18,94,4,1.1,0,0,0,1,0,1,0
63,39,101,2,3.9,294,0,0,1,0,0,1
25,-1,112,2,2.0,241,0,0,1,0,0,0
62,36,32,2,0.2,0,0,0,1,1,0,1
33,7,90,3,1.6,0,0,0,1,0,0,0
37,11,30,2,0.3,146,0,0,0,0,0,0
39,13,52,3,0.5,0,1,0,0,1,0,1
55,30,54,3,1.7,0,0,0,1,0,0,0
61,35,30,2,0.2,0,0,0,1,0,0,1
36,10,83,1,2.8,0,0,0,0,1,0,1
57,33,122,2,6.0,153,1,1,1,1,0,0
42,16,11,1,0.2,87,0,0,0,1,0,0
33,9,18,4,0.4,0,0,0,1,0,1,0
55,31,62,1,1.8,0,0,0,1,0,0,1
55,29,112,2,1.4,0,0,0,1,0,0,0
54,28,28,4,1.5,0,0,0,1,1,0,1
58,32,40,1,2.8,0,0,0,0,0,1,0
41,16,78,4,0.4,0,0,0,1,0,0,0
38,12,52,2,2.4,147,0,0,0,0,1,0
28,3,173,2,6.7,222,0,0,1,0,0,0
53,29,55,4,1.1,0,0,0,1,0,1,0
57,31,38,4,0.7,0,0,0,1,0,1,0
36,10,78,2,4.5,204,0,0,1,1,0,1
40,14,62,2,2.4,0,0,0,1,1,1,0
63,37,8,1,0.8,97,0,0,1,0,1,0
43,19,28,4,0.3,96,0,0,1,0,0,0
65,41,105,4,1.7,230,1,0,1,0,1,0
42,18,90,4,0.8,245,1,0,0,0,0,0
31,7,109,2,2.0,341,0,0,0,1,1,0
51,27,55,1,1.6,197,1,0,1,0,1,0
46,22,70,4,1.9,212,0,0,0,1,0,0
48,22,54,1,1.2,0,0,0,0,0,1,0
45,19,73,4,2.9,0,0,0,0,0,0,0
59,35,84,1,1.8,0,0,0,1,0,0,1
53,23,8,4,0.4,0,1,0,1,0,0,1
32,6,22,4,0.3,0,0,0,0,0,0,0
58,28,80,2,4.5,0,0,0,0,1,0,1
28,2,43,4,1.3,0,0,0,1,1,0,1
54,24,69,3,1.4,132,0,0,1,0,0,1
51,26,70,1,1.2,169,0,0,0,0,0,0
52,26,45,4,1.8,0,0,0,1,0,0,0
